sale_id,agent_id,product_id,sale_amount,timestamp,branch_id,team_id
S534e4b,A505270,P103,3166.5,2025-02-07 08:52:06.471135,B102,T560871
S1f796f,A6deb32,P108,7891.37,2025-01-24 01:52:06.471135,B102,T560871
Sd72a14,Aee0f1c,P105,5027.5,2025-02-12 03:52:06.471135,B108,Tdeaf0d
Sd7f083,Abd4eb1,P108,1311.97,2024-12-28 12:52:06.471135,B108,Tdeaf0d
S74948a,A8089b0,P100,5658.48,2025-03-13 13:52:06.471135,B106,T51c14f
S929d81,Ae9d5ea,P109,9859.55,2024-12-27 22:52:06.471135,B108,Taca0a3
Se37950,Ae9d5ea,P106,7943.71,2025-02-05 13:52:06.471135,B108,Taca0a3
S07db91,Aee0f1c,P105,6006.91,2025-03-08 05:52:06.471135,B108,Tdeaf0d
Sd36e82,A2dd334,P104,5143.33,2025-01-08 14:52:06.471135,B100,T43fe72
S7d8e7c,A992c40,P100,4303.75,2025-01-13 21:52:06.471135,B106,T9316d4
Scd0119,Ad50369,P105,8299.67,2025-01-25 21:52:06.471135,B106,T9316d4
Sa35d04,A5a86ef,P105,6121.58,2025-03-11 01:52:06.471135,B108,Taca0a3
S5ea103,A7c5aa6,P102,3922.23,2025-01-06 12:52:06.471135,B105,T4ef091
S1bafa0,Ac1c311,P105,8431.35,2025-01-19 04:52:06.471135,B102,T560871
S1ea1ea,A8ab9c9,P104,3703.54,2025-03-14 09:52:06.471135,B107,T1f4fa0
S83fa80,A1cdd49,P101,1706.3,2025-03-11 01:52:06.471135,B108,Taca0a3
Saf9681,Af2ad56,P106,8918.13,2025-02-08 00:52:06.471135,B101,T53f16f
S3a15cd,Adcd55f,P101,8828.08,2025-02-18 16:52:06.471135,B108,Taca0a3
S6d0ed2,Ad90e4b,P101,9357.88,2025-03-21 08:52:06.471135,B109,T6b2b55
S90fcec,A9f9ea4,P100,5719.45,2025-01-02 22:52:06.471135,B109,T6b2b55
Sf0183b,A5a869d,P107,2346.22,2025-03-07 07:52:06.471135,B108,Taca0a3
S1f1a78,A9f9ea4,P105,7062.72,2025-01-15 14:52:06.471135,B109,T6b2b55
Sfc0fca,A5a86ef,P109,6177.29,2025-02-23 08:52:06.471135,B108,Taca0a3
S448ca9,Af2ad56,P106,3608.05,2025-01-25 02:52:06.471135,B101,T53f16f
S61555c,Abaa830,P103,4025.51,2025-01-14 17:52:06.471135,B102,T560871
Sc4c931,Ad78b11,P100,1443.8,2025-03-11 12:52:06.471135,B100,T43fe72
S07a29a,A9ace53,P105,4586.74,2025-01-29 15:52:06.471135,B104,Tc17519
S539aab,A8ab9c9,P100,7858.3,2025-03-26 17:52:06.471135,B107,T1f4fa0
Sa33a5f,Aa9cc74,P102,5390.75,2025-03-08 19:52:06.471135,B104,T0c1ead
S062855,A9449a5,P101,9973.71,2025-03-09 08:52:06.471135,B101,T53f16f
S5f8b17,A8089b0,P103,1644.8,2025-01-27 20:52:06.471135,B106,T51c14f
S0385d3,Abaa830,P103,9317.24,2025-02-07 10:52:06.471135,B102,T560871
S11777a,A2dd334,P104,4722.24,2025-01-11 10:52:06.471135,B100,T43fe72
Sdba31d,A6deb32,P101,3886.65,2025-02-09 19:52:06.471135,B102,T560871
S8445ed,A5a86ef,P105,9888.87,2025-02-04 18:52:06.471135,B108,Taca0a3
S7002d0,Ad90e4b,P107,2312.37,2025-02-22 08:52:06.471135,B109,T6b2b55
S39cfc9,Ac1c311,P100,7168.23,2025-01-25 19:52:06.471135,B102,T560871
S241602,Ad1cf2d,P108,7656.23,2025-01-06 16:52:06.471135,B105,T4ef091
Sec69a3,Abaa830,P104,8818.77,2025-03-16 17:52:06.471135,B102,T560871
Sd058dc,A8089b0,P100,7244.16,2024-12-28 23:52:06.471135,B106,T51c14f
Sdf466b,A32ac50,P106,5240.71,2025-02-05 03:52:06.471135,B104,T0c1ead
S42c56a,Ad1cf2d,P107,5842.05,2025-01-23 12:52:06.471135,B105,T4ef091
S6a673b,A039264,P106,7753.2,2025-03-07 05:52:06.471135,B103,T3954bc
Sd82561,A9449a5,P104,9930.72,2025-03-17 12:52:06.471135,B101,T53f16f
S532398,Ad2722f,P100,1165.5,2025-03-27 10:52:06.471135,B105,T4ef091
S1b637a,Abd4eb1,P109,1540.99,2025-01-28 18:52:06.471135,B108,Tdeaf0d
Se0957d,A9449a5,P101,3441.53,2025-03-27 08:52:06.471135,B101,T53f16f
S6a5af3,Aa9cc74,P102,1599.38,2025-03-20 13:52:06.471135,B104,T0c1ead
Sd8157d,Adcd55f,P101,4241.97,2025-03-22 10:52:06.471135,B108,Taca0a3
S5da3ac,A4a1537,P105,8806.69,2024-12-29 22:52:06.471135,B109,Ta0b22b
S97eccd,A8089b0,P104,5576.86,2025-01-26 01:52:06.471135,B106,T51c14f
Sfab615,A8ab9c9,P104,8800.95,2025-02-06 04:52:06.471135,B107,T1f4fa0
Sf67716,A9ace53,P101,5505.86,2025-01-19 19:52:06.471135,B104,Tc17519
S5c711c,A6deb32,P101,1193.4,2025-03-09 11:52:06.471135,B102,T560871
S425a2e,A4edf2f,P104,4002.13,2025-03-04 22:52:06.471135,B100,Tcd992c
S1658c7,A13c277,P105,4121.02,2025-01-16 13:52:06.471135,B109,T6b2b55
S477639,A85ae7e,P108,3720.94,2025-02-11 09:52:06.471135,B102,T74bf2a
S83861f,Ad2722f,P100,6632.13,2025-01-31 14:52:06.471135,B105,T4ef091
Se3c4c6,Ad78b11,P100,9542.05,2024-12-31 06:52:06.471135,B100,T43fe72
S7e2de3,Aecf2c7,P105,9074.58,2025-01-15 23:52:06.471135,B106,T9316d4
S8986f5,A992c40,P100,4439.86,2025-01-08 12:52:06.471135,B106,T9316d4
Sc6f61d,A7c5aa6,P102,6156.09,2025-02-18 20:52:06.471135,B105,T4ef091
S0c9671,A13c277,P105,3963.56,2025-02-05 08:52:06.471135,B109,T6b2b55
S46b2de,A5fcf24,P104,2247.19,2025-01-23 09:52:06.471135,B109,Ta0b22b
Sfadea2,A85ae7e,P105,7196.79,2025-01-13 22:52:06.471135,B102,T74bf2a
Sfc9108,Af2ad56,P105,6906.09,2025-02-20 17:52:06.471135,B101,T53f16f
Sfd1611,A28a855,P104,1610.33,2025-01-16 23:52:06.471135,B100,Tcd992c
S3f7b5b,A62ae21,P104,3858.38,2025-01-11 18:52:06.471135,B104,T0c1ead
S69540b,Aa9cc74,P100,8921.19,2024-12-30 23:52:06.471135,B104,T0c1ead
S1248e5,A992c40,P105,4987.04,2025-02-17 22:52:06.471135,B106,T9316d4
Sa8be84,A5a869d,P107,1960.94,2025-01-15 19:52:06.471135,B108,Taca0a3
Sf9cb44,Ac1c311,P100,6552.52,2024-12-31 08:52:06.471135,B102,T560871
S0966cf,Ad935af,P100,3078.2,2025-03-10 08:52:06.471135,B108,Tdeaf0d
S1db343,Ad2722f,P108,1234.76,2025-01-26 10:52:06.471135,B105,T4ef091
S9e6dd2,A4edf2f,P104,2206.78,2025-03-26 04:52:06.471135,B100,Tcd992c
S4d466c,A36a3b0,P106,6846.12,2025-02-26 11:52:06.471135,B101,Tfe9c98
S0228b3,Ae2c296,P109,5264.62,2025-02-15 04:52:06.471135,B102,T74bf2a
S2af742,A2dd334,P104,1290.07,2025-01-20 20:52:06.471135,B100,T43fe72
S5fac35,Aa54975,P102,3002.99,2025-01-31 02:52:06.471135,B105,T4ef091
S6308fd,Ae2c296,P107,1595.23,2025-01-21 19:52:06.471135,B102,T74bf2a
S262f18,Af07b98,P107,7190.76,2025-03-16 04:52:06.471135,B105,Tc64e08
Seba774,A5a869d,P107,4643.8,2025-01-28 02:52:06.471135,B108,Taca0a3
S8eaa54,A8089b0,P101,8418.96,2025-03-15 12:52:06.471135,B106,T51c14f
Sfc1146,Ad78b11,P101,6503.54,2025-02-06 01:52:06.471135,B100,T43fe72
S7a1d63,A992c40,P100,5064.49,2025-03-03 16:52:06.471135,B106,T9316d4
Sd1fc3b,A7c5aa6,P102,5840.82,2025-01-28 05:52:06.471135,B105,T4ef091
S6738c6,A7c5aa6,P102,5645.14,2025-03-09 01:52:06.471135,B105,T4ef091
Sae288c,A5217fe,P101,4955.98,2025-01-20 22:52:06.471135,B101,Tfe9c98
S4b7bb5,A32ac50,P103,2498.38,2025-02-02 03:52:06.471135,B104,T0c1ead
Se2e044,Ae9d5ea,P109,7209.58,2025-03-15 14:52:06.471135,B108,Taca0a3
S271fb7,Aecf2c7,P105,5065.28,2025-02-25 09:52:06.471135,B106,T9316d4
Sc7f283,A2dd334,P104,9440.58,2025-01-20 07:52:06.471135,B100,T43fe72
S3d18a0,A9f9ea4,P105,3911.15,2025-02-16 02:52:06.471135,B109,T6b2b55
Sdead23,Ad50369,P105,6312.84,2025-01-19 03:52:06.471135,B106,T9316d4
S8aae97,A1cdd49,P101,1811.62,2025-01-22 03:52:06.471135,B108,Taca0a3
Sf2daa3,Aecf2c7,P103,9164.46,2025-03-26 09:52:06.471135,B106,T9316d4
S123a6c,A6deb32,P102,2027.48,2025-01-11 15:52:06.471135,B102,T560871
Sbe3725,Aa54975,P108,1767.76,2025-03-19 00:52:06.471135,B105,T4ef091
Sbb75b4,A8ab9c9,P100,9547.79,2025-03-03 08:52:06.471135,B107,T1f4fa0
S84cb74,A36a3b0,P103,1395.15,2025-03-08 01:52:06.471135,B101,Tfe9c98
S2a1ac5,Af07b98,P106,8841.75,2025-02-08 07:52:06.471135,B105,Tc64e08
S7099eb,A9ace53,P101,2609.8,2025-01-16 17:52:06.471135,B104,Tc17519
S06b45a,A8089b0,P101,3785.66,2025-02-18 22:52:06.471135,B106,T51c14f
S4becbb,Ae09f19,P103,2626.26,2025-02-02 09:52:06.471135,B100,Tcd992c
Sac75a6,A039264,P106,6603.04,2025-01-21 13:52:06.471135,B103,T3954bc
Sf9a5c2,Ad935af,P109,5478.65,2024-12-29 03:52:06.471135,B108,Tdeaf0d
Sef5ba7,A039264,P101,6471.86,2025-03-06 13:52:06.471135,B103,T3954bc
S3a6cdf,Af07b98,P107,6299.76,2025-01-26 19:52:06.471135,B105,Tc64e08
S264c6c,A9f9ea4,P100,4976.88,2025-02-24 02:52:06.471135,B109,T6b2b55
S1fbf7c,A992c40,P100,3503.02,2025-01-28 06:52:06.471135,B106,T9316d4
Sadf060,A5217fe,P101,2334.31,2025-01-02 18:52:06.471135,B101,Tfe9c98
S7c37ed,Aee0f1c,P105,8684.46,2024-12-31 17:52:06.471135,B108,Tdeaf0d
Sf35f44,A2dd334,P107,1441.28,2025-02-07 15:52:06.471135,B100,T43fe72
S0f2e3b,Ad50369,P107,7048.81,2025-01-18 18:52:06.471135,B106,T9316d4
Sa10694,A85ae7e,P105,6210.7,2025-02-24 12:52:06.471135,B102,T74bf2a
S2d8738,A32ac50,P106,3905.4,2025-01-07 22:52:06.471135,B104,T0c1ead
Sfce0fc,Ad90e4b,P102,8589.79,2025-01-05 02:52:06.471135,B109,T6b2b55
S5da8a4,A9449a5,P109,2210.91,2025-02-03 04:52:06.471135,B101,T53f16f
Sbd87f6,A5a869d,P107,4723.82,2025-02-08 05:52:06.471135,B108,Taca0a3
S90a33c,Aecf2c7,P105,6508.48,2025-03-26 19:52:06.471135,B106,T9316d4
S9d3b33,Aa86f65,P102,9814.15,2025-03-11 12:52:06.471135,B109,T6b2b55
S197855,A36a3b0,P106,7516.67,2025-01-08 04:52:06.471135,B101,Tfe9c98
S0b11f8,A62ae21,P104,4843.48,2025-03-27 22:52:06.471135,B104,T0c1ead
Sd2a335,Ad50369,P107,6176.28,2025-01-30 05:52:06.471135,B106,T9316d4
S6720ab,Aecf2c7,P106,6528.61,2025-02-10 17:52:06.471135,B106,T9316d4
S19dab2,A13c277,P105,6686.72,2025-03-04 12:52:06.471135,B109,T6b2b55
Sd9da91,Abaa830,P103,3094.49,2025-01-20 08:52:06.471135,B102,T560871
Sf947c0,A5a869d,P107,2063.86,2025-01-20 13:52:06.471135,B108,Taca0a3
Sb4f50a,Abd4eb1,P108,7637.22,2025-03-17 16:52:06.471135,B108,Tdeaf0d
Sa576f3,Aa54975,P102,4726.37,2025-03-16 02:52:06.471135,B105,T4ef091
S0d5856,Abd4eb1,P108,8254.39,2025-02-10 06:52:06.471135,B108,Tdeaf0d
S82952b,Aa54975,P102,2810.68,2024-12-29 09:52:06.471135,B105,T4ef091
S8e2421,Ad935af,P109,3769.95,2025-01-28 15:52:06.471135,B108,Tdeaf0d
S44b9f2,A8089b0,P103,7903.29,2025-03-07 23:52:06.471135,B106,T51c14f
S613d49,A2dd334,P104,4072.25,2025-03-24 23:52:06.471135,B100,T43fe72
S856d51,Af2ad56,P106,3974.63,2025-01-18 19:52:06.471135,B101,T53f16f
S143c5a,A8ab9c9,P107,9245.47,2025-03-24 04:52:06.471135,B107,T1f4fa0
Sb3173a,A85ae7e,P109,5333.46,2025-03-19 17:52:06.471135,B102,T74bf2a
Sbfc8e8,Aa54975,P108,5162.23,2025-03-05 23:52:06.471135,B105,T4ef091
Sa11ab7,A62ae21,P105,3694.09,2025-01-04 05:52:06.471135,B104,T0c1ead
S728628,A6deb32,P108,5996.59,2025-03-23 23:52:06.471135,B102,T560871
S8a90fa,Af2ad56,P106,7169.44,2025-01-23 07:52:06.471135,B101,T53f16f
Sc223d1,Adcd55f,P101,3524.14,2025-01-04 17:52:06.471135,B108,Taca0a3
S30a951,A2dd334,P104,6638.6,2025-02-09 01:52:06.471135,B100,T43fe72
S2a037f,Ad78b11,P103,4506.1,2025-03-11 08:52:06.471135,B100,T43fe72
Sf36049,Adcd55f,P106,8720.38,2025-02-05 11:52:06.471135,B108,Taca0a3
S69100b,Af2ad56,P106,1781.18,2025-01-31 02:52:06.471135,B101,T53f16f
S56aecd,Ad90e4b,P101,8465.12,2025-02-13 03:52:06.471135,B109,T6b2b55
Sc0de41,Aee0f1c,P105,3720.86,2025-01-24 05:52:06.471135,B108,Tdeaf0d
Sdd8657,Ad78b11,P103,8000.11,2025-02-12 14:52:06.471135,B100,T43fe72
S461c3c,A13c277,P100,1224.41,2025-02-22 05:52:06.471135,B109,T6b2b55
Sdee2f1,Ae136ae,P102,2711.91,2025-03-01 17:52:06.471135,B106,T51c14f
S1fcef0,Ae9d5ea,P105,7979.8,2025-03-04 22:52:06.471135,B108,Taca0a3
S63baf1,A039264,P106,7090.46,2025-01-09 05:52:06.471135,B103,T3954bc
Sabafe3,Ae2c296,P109,1328.97,2025-01-23 12:52:06.471135,B102,T74bf2a
Scc0ce8,A36a3b0,P103,1036.99,2025-03-03 16:52:06.471135,B101,Tfe9c98
S05d162,Ad78b11,P103,8846.88,2025-03-25 08:52:06.471135,B100,T43fe72
Se5e8f9,Aee0f1c,P105,1927.93,2025-02-24 14:52:06.471135,B108,Tdeaf0d
Sbea55e,Ad78b11,P101,6198.04,2025-02-04 13:52:06.471135,B100,T43fe72
Sfed799,A8ab9c9,P107,3887.92,2025-03-18 19:52:06.471135,B107,T1f4fa0
Sd4e6b6,Ae136ae,P105,5790.48,2025-02-01 21:52:06.471135,B106,T51c14f
Se1ece3,Ac1c311,P105,3453.89,2025-03-22 16:52:06.471135,B102,T560871
S3352b7,Ad90e4b,P101,1137.31,2025-01-31 16:52:06.471135,B109,T6b2b55
Sba733c,Ad1cf2d,P100,4152.86,2025-01-23 06:52:06.471135,B105,T4ef091
Sc45738,A4a1537,P106,9489.5,2025-01-30 17:52:06.471135,B109,Ta0b22b
Sc394a7,A4a1537,P106,2541.47,2025-03-10 20:52:06.471135,B109,Ta0b22b
S845f73,Af2ad56,P100,5865.19,2025-03-15 23:52:06.471135,B101,T53f16f
Se32efb,Af2ad56,P106,5236.62,2025-01-12 13:52:06.471135,B101,T53f16f
S1a4c24,A5a86ef,P105,1484.2,2025-01-10 01:52:06.471135,B108,Taca0a3
S0a6c09,A28a855,P101,7342.1,2025-02-15 18:52:06.471135,B100,Tcd992c
Sb4a204,A505270,P103,3811.97,2025-03-16 00:52:06.471135,B102,T560871
S37287a,Ad2722f,P108,1706.91,2025-03-23 06:52:06.471135,B105,T4ef091
S6bc49a,A2dd334,P107,1836.25,2025-03-09 17:52:06.471135,B100,T43fe72
S183378,A697fde,P102,3793.53,2025-01-09 03:52:06.471135,B103,T07a9d3
Scc1634,A9ace53,P105,9527.03,2025-02-25 20:52:06.471135,B104,Tc17519
S9e92ef,A9f9ea4,P105,9215.75,2025-03-15 21:52:06.471135,B109,T6b2b55
S4cb5c0,A32ac50,P103,9255.38,2025-01-20 11:52:06.471135,B104,T0c1ead
S7e4055,Abaa830,P105,5387.56,2025-02-07 03:52:06.471135,B102,T560871
S5d800a,A1cdd49,P103,4162.97,2025-02-25 16:52:06.471135,B108,Taca0a3
S76526e,A8ab9c9,P100,7911.47,2025-01-17 22:52:06.471135,B107,T1f4fa0
Sd746a6,Ad1cf2d,P108,4651.17,2025-03-02 16:52:06.471135,B105,T4ef091
S3bd992,A62ae21,P108,6845.06,2025-02-07 06:52:06.471135,B104,T0c1ead
S1a4f18,Ae136ae,P102,4607.35,2025-03-06 03:52:06.471135,B106,T51c14f
S3c28a2,A9ace53,P105,3193.22,2025-01-27 08:52:06.471135,B104,Tc17519
S8c1c8b,A2dd334,P104,1594.54,2025-02-27 01:52:06.471135,B100,T43fe72
Sc24200,Ae9d5ea,P106,4880.34,2025-03-26 07:52:06.471135,B108,Taca0a3
S4f8d3a,Aa9cc74,P102,5900.74,2025-03-09 23:52:06.471135,B104,T0c1ead
S7aef52,A9449a5,P101,7026.45,2025-01-19 10:52:06.471135,B101,T53f16f
S3d1d7a,Ad2722f,P100,2028.91,2025-03-11 04:52:06.471135,B105,T4ef091
S398106,A36a3b0,P106,5995.79,2025-02-24 23:52:06.471135,B101,Tfe9c98
S15164e,Aa86f65,P101,9602.95,2025-01-18 22:52:06.471135,B109,T6b2b55
S482db9,Aee0f1c,P102,7169.58,2025-03-13 16:52:06.471135,B108,Tdeaf0d
Sd9fada,Aa9cc74,P101,5448.66,2025-02-13 23:52:06.471135,B104,T0c1ead
S5fa497,Ad1cf2d,P100,8353.3,2025-01-07 19:52:06.471135,B105,T4ef091
S49a286,A5217fe,P101,2342.95,2025-01-15 10:52:06.471135,B101,Tfe9c98
S72d81c,A505270,P103,6201.38,2025-02-15 08:52:06.471135,B102,T560871
Saf833e,A8ab9c9,P102,8896.83,2025-01-23 10:52:06.471135,B107,T1f4fa0
S89e452,A8ab9c9,P107,3740.95,2025-03-10 10:52:06.471135,B107,T1f4fa0
S48706c,Ad1cf2d,P101,6244.54,2025-02-09 15:52:06.471135,B105,T4ef091
S95129c,Aa86f65,P109,8628.73,2025-03-03 01:52:06.471135,B109,T6b2b55
S21b6ff,A2813d0,P103,9109.68,2025-01-04 00:52:06.471135,B105,Tc64e08
Se6f365,A9449a5,P109,6040.27,2024-12-28 11:52:06.471135,B101,T53f16f
S8e4830,A5217fe,P103,8791.12,2025-01-10 22:52:06.471135,B101,Tfe9c98
Sf742a5,A9ace53,P101,6311.47,2025-02-21 11:52:06.471135,B104,Tc17519
S0c5215,A36a3b0,P106,4445.11,2025-02-06 11:52:06.471135,B101,Tfe9c98
S16fa20,Ad50369,P107,2900.94,2025-02-21 06:52:06.471135,B106,T9316d4
S409724,Adcd55f,P106,2694.04,2025-02-25 17:52:06.471135,B108,Taca0a3
S82b2b0,A36a3b0,P103,2388.41,2025-02-12 02:52:06.471135,B101,Tfe9c98
S00b163,A7c5aa6,P102,1645.71,2025-01-13 13:52:06.471135,B105,T4ef091
S17b45e,A85ae7e,P109,8964.0,2025-01-15 12:52:06.471135,B102,T74bf2a
Sc76dce,Aa54975,P108,2234.98,2025-01-13 15:52:06.471135,B105,T4ef091
S200844,A13c277,P105,6439.87,2025-02-24 11:52:06.471135,B109,T6b2b55
S3aaac8,Aa9cc74,P102,5089.55,2025-03-16 18:52:06.471135,B104,T0c1ead
S86a75c,A697fde,P102,4462.43,2025-03-08 03:52:06.471135,B103,T07a9d3
S018826,A6e30e4,P101,6441.16,2025-01-20 02:52:06.471135,B108,Tdeaf0d
S0ef15d,Ad1cf2d,P101,5515.56,2025-01-27 11:52:06.471135,B105,T4ef091
S2d4fbe,A6deb32,P101,4302.73,2025-03-07 07:52:06.471135,B102,T560871
S45a737,Ae136ae,P105,7343.94,2025-03-10 04:52:06.471135,B106,T51c14f
Se3e9f6,Aecf2c7,P105,9655.64,2025-03-12 04:52:06.471135,B106,T9316d4
S5e4776,A9ace53,P101,7581.64,2025-01-15 12:52:06.471135,B104,Tc17519
S306ef4,Ae2c296,P105,1704.11,2025-02-25 05:52:06.471135,B102,T74bf2a
S9612e1,A697fde,P107,6675.97,2025-01-28 04:52:06.471135,B103,T07a9d3
S10c8a7,Af4a0a5,P105,5852.77,2025-03-25 09:52:06.471135,B100,T43fe72
Se39822,Af07b98,P108,1474.97,2025-02-05 08:52:06.471135,B105,Tc64e08
S907e3f,A62ae21,P106,5219.82,2025-03-05 13:52:06.471135,B104,T0c1ead
Sffa3be,Abd4eb1,P108,3983.63,2025-03-11 12:52:06.471135,B108,Tdeaf0d
S875bda,Aa86f65,P101,2507.57,2025-02-02 22:52:06.471135,B109,T6b2b55
S7847e9,Abaa830,P107,8065.19,2025-02-04 12:52:06.471135,B102,T560871
S7440b9,Ad50369,P107,5258.44,2025-01-04 09:52:06.471135,B106,T9316d4
Sb54659,Ad1cf2d,P108,6906.88,2025-03-10 14:52:06.471135,B105,T4ef091
Sd27106,A4edf2f,P100,3581.34,2025-03-16 13:52:06.471135,B100,Tcd992c
Sdccb9b,A28a855,P103,1691.76,2025-01-13 05:52:06.471135,B100,Tcd992c
S66defa,A5a869d,P107,6542.18,2025-01-28 17:52:06.471135,B108,Taca0a3
S76b42b,Aa9cc74,P102,7672.86,2025-01-28 13:52:06.471135,B104,T0c1ead
Sc247a7,A8ab9c9,P102,2360.22,2025-03-13 12:52:06.471135,B107,T1f4fa0
Sd36591,Ad935af,P104,3351.27,2025-02-12 18:52:06.471135,B108,Tdeaf0d
Sa1b349,Ac1c311,P100,8194.35,2025-02-27 18:52:06.471135,B102,T560871
S2f5d37,Af07b98,P106,9706.11,2025-02-08 15:52:06.471135,B105,Tc64e08
S4377b0,Af4a0a5,P105,7933.31,2025-03-01 02:52:06.471135,B100,T43fe72
Seb81ad,A8ab9c9,P102,7533.99,2025-03-22 03:52:06.471135,B107,T1f4fa0
Sa432c4,A9f9ea4,P105,7609.25,2025-01-23 07:52:06.471135,B109,T6b2b55
Sc63ca6,A8089b0,P100,3379.56,2025-01-03 09:52:06.471135,B106,T51c14f
Se1abd4,A697fde,P107,5176.13,2025-01-02 18:52:06.471135,B103,T07a9d3
Sa895b9,A5a86ef,P109,7715.35,2025-02-04 04:52:06.471135,B108,Taca0a3
S08b7ae,A5a869d,P109,7350.47,2025-02-14 10:52:06.471135,B108,Taca0a3
Sfcdb05,Ac1c311,P105,5773.98,2025-01-29 17:52:06.471135,B102,T560871
Sa2dca7,Ad78b11,P100,9345.0,2024-12-28 22:52:06.471135,B100,T43fe72
S3f4c92,A85ae7e,P102,3841.2,2025-02-14 10:52:06.471135,B102,T74bf2a
S1c0392,A505270,P106,6736.82,2025-01-09 06:52:06.471135,B102,T560871
S3a0b33,Aa86f65,P101,8725.2,2025-03-16 09:52:06.471135,B109,T6b2b55
S4bfb93,A1cdd49,P109,8220.85,2025-01-30 21:52:06.471135,B108,Taca0a3
Sc6965f,A8ab9c9,P107,4520.38,2025-03-21 07:52:06.471135,B107,T1f4fa0
S639ecd,Ad935af,P101,7934.48,2025-03-24 07:52:06.471135,B108,Tdeaf0d
S164c1c,A4edf2f,P100,9938.93,2025-03-24 11:52:06.471135,B100,Tcd992c
S08e30e,A4edf2f,P100,7055.22,2025-03-07 13:52:06.471135,B100,Tcd992c
S2eeb05,Abd4eb1,P109,1879.29,2024-12-29 02:52:06.471135,B108,Tdeaf0d
Sfc23d5,A62ae21,P108,4163.65,2025-03-25 03:52:06.471135,B104,T0c1ead
Se9073f,Abef6a3,P103,1306.38,2025-01-28 19:52:06.471135,B106,T9316d4
Sef1c29,Abef6a3,P102,6909.45,2025-01-04 08:52:06.471135,B106,T9316d4
Sefb0e0,A7c5aa6,P102,2096.11,2025-03-14 09:52:06.471135,B105,T4ef091
S72121b,Adcd55f,P106,2169.17,2025-01-08 08:52:06.471135,B108,Taca0a3
S8a97e7,Aecf2c7,P106,8228.8,2025-03-20 07:52:06.471135,B106,T9316d4
S095cb4,Aee0f1c,P103,2658.37,2025-01-11 11:52:06.471135,B108,Tdeaf0d
Sa566a9,A039264,P101,9425.64,2025-02-25 10:52:06.471135,B103,T3954bc
S103f38,A9449a5,P104,7229.99,2025-02-01 02:52:06.471135,B101,T53f16f
Sf82b02,A5a869d,P107,8026.58,2025-01-28 18:52:06.471135,B108,Taca0a3
S767832,A5a869d,P107,4497.31,2025-01-04 01:52:06.471135,B108,Taca0a3
S5aa102,A36a3b0,P104,2601.37,2025-01-29 21:52:06.471135,B101,Tfe9c98
Sadede5,Ad935af,P105,6492.72,2025-02-27 19:52:06.471135,B108,Tdeaf0d
S45a847,A13c277,P100,1975.87,2025-03-20 04:52:06.471135,B109,T6b2b55
Se4e857,Ad78b11,P101,6525.7,2025-02-20 19:52:06.471135,B100,T43fe72
S1266c3,Ae2c296,P109,3330.97,2025-02-22 11:52:06.471135,B102,T74bf2a
Se64d97,Ad50369,P105,6142.1,2025-01-05 15:52:06.471135,B106,T9316d4
S810f70,Ad1cf2d,P107,9068.61,2025-02-22 13:52:06.471135,B105,T4ef091
Sf7433e,A992c40,P100,1007.81,2025-03-21 09:52:06.471135,B106,T9316d4
S6af5c0,A6e30e4,P107,3397.93,2025-03-23 01:52:06.471135,B108,Tdeaf0d
S2ad088,A8ab9c9,P107,1033.33,2025-02-16 07:52:06.471135,B107,T1f4fa0
S264103,A5a869d,P107,4635.21,2025-02-27 02:52:06.471135,B108,Taca0a3
S4c347a,A5fcf24,P107,1029.77,2025-03-06 20:52:06.471135,B109,Ta0b22b
Se8eeef,A697fde,P102,5817.74,2025-01-12 07:52:06.471135,B103,T07a9d3
Sb21610,A5217fe,P103,3725.45,2025-02-08 10:52:06.471135,B101,Tfe9c98
S5c447c,Af2ad56,P106,1816.0,2025-03-18 09:52:06.471135,B101,T53f16f
S721747,A5a869d,P107,7844.08,2025-01-07 03:52:06.471135,B108,Taca0a3
Sc3c696,Ae2c296,P105,2589.56,2025-03-19 19:52:06.471135,B102,T74bf2a
S7eeb19,A5217fe,P101,2719.03,2025-02-15 10:52:06.471135,B101,Tfe9c98
S8ec664,Af4a0a5,P102,7199.58,2025-01-10 09:52:06.471135,B100,T43fe72
S29e3fc,Ac1c311,P105,4941.85,2025-01-07 09:52:06.471135,B102,T560871
S425bf9,Af2ad56,P105,2737.83,2025-01-13 14:52:06.471135,B101,T53f16f
S0cb5cf,A6deb32,P108,5403.09,2025-03-12 20:52:06.471135,B102,T560871
S84596b,A2813d0,P102,3769.58,2025-03-07 09:52:06.471135,B105,Tc64e08
S492537,A4a1537,P108,4053.57,2024-12-29 14:52:06.471135,B109,Ta0b22b
Sbbd171,Aa9cc74,P102,2063.68,2025-01-02 01:52:06.471135,B104,T0c1ead
S3ec4d4,A36a3b0,P106,5125.33,2025-03-23 05:52:06.471135,B101,Tfe9c98
Sc988b3,A13c277,P100,9323.34,2025-03-11 20:52:06.471135,B109,T6b2b55
S223265,Ae9d5ea,P101,6884.48,2025-01-15 04:52:06.471135,B108,Taca0a3
Sf7e329,Ad935af,P104,3184.14,2025-03-16 14:52:06.471135,B108,Tdeaf0d
S93aee5,A8ab9c9,P102,6693.95,2024-12-28 18:52:06.471135,B107,T1f4fa0
S34b3c4,Abef6a3,P103,6501.03,2025-01-09 03:52:06.471135,B106,T9316d4
